"时间","力 1 Monitor 5: 力 1 Monitor 5 (N)","力 2 Monitor 5: 力 2 Monitor 5 (N)","力 3 Monitor 5: 力 3 Monitor 5 (N)"
0.005,-0.7079289310533726,-0.7079289310533726,0.2537527762725637
0.015,-0.05150964044789337,-0.05150964044789337,0.3223645892501573
0.025,-0.0011813593009184667,-0.0011813593009184667,0.3277215834320721
0.04,-0.011464883603384586,-0.011464883603384586,0.32614199380118075
0.049999999999999996,-0.011986096889424976,-0.011986096889424976,0.3252804326947275
0.06499999999999999,-0.01056960393294188,-0.01056960393294188,0.3249341859080568
0.075,-0.010803359260017761,6.20901103004232E-5,0.32519946102973224
0.09000000000000001,-0.009647516217551283,-7.5095845696972E-5,0.32545895296502203
0.10000000000000002,-0.009252885830437969,-7.382803809228598E-5,0.325561749386956
0.11500000000000003,-0.009497196112684866,5.216685363993573E-5,0.32563438682686113
0.12500000000000003,-0.009373527102892033,1.285493800176007E-4,0.32567384726972437
0.14000000000000004,-0.009105099179582445,1.9838867110092039E-4,0.3257265534316942
0.15000000000000005,-0.008829668723830312,1.892056195089935E-4,0.32581075576539875
0.16500000000000006,-0.008762896768567383,9.17014394326602E-6,0.3259304427838207
0.17500000000000007,-0.00936276821921257,-1.731403616973704E-4,0.3259432501442844
0.19000000000000009,-0.010011132955684132,-2.2694847802386735E-4,0.3258924999527883
0.2000000000000001,-0.009494382866394861,-1.0211370241873544E-4,0.3260634675488854
0.2150000000000001,-0.00879376783715955,-1.9436311658010518E-4,0.3262024108718544
0.22500000000000012,-0.009165564645113436,-2.1067010761879838E-4,0.32619737289083905
0.24000000000000013,-0.009496088215875644,-1.9536291911234697E-4,0.32619447039090044
0.2500000000000001,-0.009212056927667812,-1.6217004285379728E-4,0.32621164715949147
0.2600000000000001,-0.008888041242483935,-1.2197830191803937E-4,0.32627625763605667
0.27500000000000013,-0.008967130934901675,-5.8590285255746155E-5,0.3263810450169849
0.28500000000000014,-0.009233729246461903,3.884233608968599E-5,0.32641062795770914
0.30000000000000016,-0.010527805315540617,1.5246259672777078E-4,0.32626639973031646
0.31000000000000016,-0.011164273597168036,1.504920412539225E-4,0.3261113274660229
0.3250000000000002,-0.010278587710713636,1.0921895755024446E-4,0.32631258961011667
0.3350000000000002,-0.009915832139334996,8.51531016768617E-5,0.3264715814283742
0.3500000000000002,-0.009890222724863982,3.1242748810908594E-5,0.326587580089151
0.3600000000000002,-0.010026342465377834,1.534728374655021E-5,0.3266086482053699
0.3750000000000002,-0.01009834656902376,5.504257080058027E-5,0.32662648303423625
0.38500000000000023,-0.009957528045453294,1.1636699749043882E-4,0.32665922589862595
0.40000000000000024,-0.009655125117931328,1.2143536225897556E-4,0.32676374743615116
0.41000000000000025,-0.009784306689765378,8.192291816840812E-5,0.32681679488099485
0.42500000000000027,-0.010089408567435246,3.242735998279626E-5,0.3268420864577966
0.4350000000000003,-0.010091419785186339,4.170753218616055E-6,0.32685841747621747
0.4500000000000003,-0.010106177051290084,-4.608922320467402E-5,0.32693081077685604
0.4600000000000003,-0.010277014847078152,-6.947944844751578E-5,0.326957254920928
0.4750000000000003,-0.010314382643537226,-7.033480034538053E-5,0.32699487600021954
0.4850000000000003,-0.010281977318512108,-5.8961804977118356E-5,0.3270247569216763
0.49500000000000033,-0.010247837452182842,-4.683881204711611E-5,0.3270601088995532
0.5100000000000003,-0.01024072259383713,-2.938289543754449E-5,0.3271605697147643
0.5200000000000004,-0.010185392125463585,-1.660835725416782E-5,0.32716873230332544
0.5350000000000004,-0.010245796518593168,-1.3076252286773986E-5,0.32719832088508466
0.5450000000000004,-0.010265301300665457,-1.6250675672066625E-5,0.32722079413517335
0.5600000000000004,-0.010465914256784756,2.7823704511294905E-8,0.32726943765371613
0.5700000000000004,-0.01039372514127684,2.566814862813512E-6,0.3272875366596087
0.5850000000000004,-0.010269764232819674,1.5233983522816203E-6,0.32734794056067523
0.5950000000000004,-0.010255899229250189,7.542713789331735E-6,0.32738606187787495
0.6100000000000004,-0.010266112599638765,2.0261862706263023E-5,0.32742951392333713
0.6200000000000004,-0.01028305733362421,2.414975718059454E-5,0.32745843757125104
0.6350000000000005,-0.010240373931694162,2.5173181879960004E-5,0.32750660396398196
0.6450000000000005,-0.010210294751091297,2.1059106776900773E-5,0.3275412259818541
0.6600000000000005,-0.010218454581008915,1.989912943735468E-5,0.32759207812365987
0.6700000000000005,-0.010273189261893531,2.1024126872933696E-5,0.3276189201304289
0.6850000000000005,-0.010338542766608817,2.4690701061732784E-5,0.3276566577426966
0.6950000000000005,-0.010308666226391225,2.6316016288820116E-5,0.32768639316377757
0.7100000000000005,-0.00992026582510827,3.278418243134387E-5,0.32791886383788205
0.7200000000000005,-0.009861965141853637,3.2408445367021866E-5,0.3278685661171796
0.7300000000000005,-0.010211251720925903,2.1857034552250056E-5,0.3278378959992829
0.7450000000000006,-0.010505654649227222,2.1593327118094468E-5,0.3278438349121118
0.7550000000000006,-0.010444396533155497,1.713152942367008E-5,0.32784542081059687
0.7700000000000006,-0.01037062421685337,1.1194359156579045E-5,0.3278936899456555
0.7800000000000006,-0.01039042061679003,8.589126048425741E-6,0.32792593866975156
0.7950000000000006,-0.010414159448658344,2.4687748951796295E-6,0.32795096053039857
0.8050000000000006,-0.012158972744476153,-1.7792680851660107E-5,0.3277128743794049
0.8200000000000006,-0.011993807673799957,1.7004863306774716E-7,0.3276412976649468
0.8300000000000006,-0.011094420792886962,1.0069762065747882E-6,0.3277971921995778
0.8450000000000006,-0.010721754739889226,-2.0843965407685844E-5,0.3279635179690376
0.8550000000000006,-0.01082953026144471,-9.754684945718296E-6,0.3279787657142431
0.8700000000000007,-0.01094598766929295,7.151652206752174E-8,0.32793821700130454
0.8800000000000007,-0.010951048883965187,1.590056709336449E-6,0.3279127517130527
0.8950000000000007,-0.01086725282969791,1.3688437356680272E-6,0.3279169146736213
