"时间","力 1 Monitor 6: 力 1 Monitor 6 (N)","力 2 Monitor 6: 力 2 Monitor 6 (N)","力 3 Monitor 6: 力 3 Monitor 6 (N)"
0.005,-0.6916725952734187,0.003859837731495594,0.26592282553627977
0.015,-0.046087278330696216,-0.0018105012942917877,0.3208964875330133
0.025,-0.002018714642134368,6.486630297272739E-4,0.32825386989002436
0.04,-0.011161082194678757,1.0669531564957394E-4,0.32619200442291607
0.049999999999999996,-0.01089556393391598,4.474051201712611E-5,0.3256617859384195
0.06499999999999999,-0.009283693906919969,-5.677410702122545E-5,0.32540076163203724
0.075,-0.010333725751663638,1.830761642951427E-6,0.32546741404856555
0.09000000000000001,-0.008672845995249886,8.696421035585456E-5,0.32586264633261774
0.10000000000000002,-0.008671896739531735,4.0919500650856613E-5,0.32595740722118194
0.11500000000000003,-0.00856439905084431,-3.0433356661167768E-6,0.32596144307679453
0.12500000000000003,-0.008139643318361249,6.619800242907855E-6,0.32604375715333767
0.14000000000000004,-0.00798663851356979,7.300820999089275E-5,0.32611136874935703
0.15000000000000005,-0.008002548093901309,6.777208335426993E-5,0.3261374813319241
0.16500000000000006,-0.008505002016472024,-2.3080139814421186E-6,0.3261858269655451
0.17500000000000007,-0.008613126344801334,9.002692938405247E-6,0.32618679147022267
0.19000000000000009,-0.0079537613968729,1.0617926636084023E-5,0.3262561101551834
0.2000000000000001,-0.0076760819093569434,-7.808598506985778E-5,0.3264997047788605
0.2150000000000001,-0.007832390211764953,-8.095930358069027E-5,0.32653281425290287
0.22500000000000012,-0.008166641971545194,-5.363526494044546E-5,0.3264672986163824
0.24000000000000013,-0.008441077302687618,3.7896427779751486E-5,0.3264453098282209
0.2500000000000001,-0.00831757129207698,8.728303956721606E-5,0.32647704770701585
0.2600000000000001,-0.008107977290492006,1.3849188852258815E-5,0.3265427585417388
0.27500000000000013,-0.008105763782913618,-6.513584729354948E-5,0.3266407846942732
0.28500000000000014,-0.008427061789234429,-6.75491193852772E-5,0.3266677828558774
0.30000000000000016,-0.009608907193790681,-1.0915071441830919E-4,0.326555445183851
0.31000000000000016,-0.010618329864285245,-1.0292135534537533E-4,0.326352697385366
0.3250000000000002,-0.009060118846083381,-2.627746783398682E-5,0.32655394476298755
0.3350000000000002,-0.008404280641342462,-8.90352745215121E-6,0.32676070572336735
0.3500000000000002,-0.008699275714754432,-1.4751587171963669E-5,0.32687954255757634
0.3600000000000002,-0.008911980802394602,7.204971960219326E-6,0.3268479900229996
0.3750000000000002,-0.008891292614493266,5.2953414654014744E-5,0.326840210859636
0.38500000000000023,-0.008913279326589627,7.454040502403799E-5,0.3268825505123181
0.40000000000000024,-0.009038773919093829,7.770828619768677E-5,0.32694498570466113
0.41000000000000025,-0.009047037564644332,7.02695189585547E-5,0.3269748401944778
0.42500000000000027,-0.008960505016328292,5.195762324465709E-5,0.3270264544847128
0.4350000000000003,-0.009037218784353526,3.306109423054926E-5,0.32705902030420914
0.4500000000000003,-0.009186512470562116,4.314790486105432E-6,0.32709954620408327
0.4600000000000003,-0.009139532846543032,-9.175723221892641E-6,0.32711644065361906
0.4750000000000003,-0.009062614603325364,-2.179505219593733E-5,0.3271646770441723
0.4850000000000003,-0.009164835317852298,-2.7475476445511086E-5,0.3271951660253661
0.49500000000000033,-0.0092449571090065,-2.4406814706992444E-5,0.3272116986312762
0.5100000000000003,-0.009172968047626611,-1.885683445319949E-5,0.327266492967979
0.5200000000000004,-0.009050355918033132,-2.2114519698438132E-5,0.32729082813055776
0.5350000000000004,-0.009191728192172172,-2.2334998170858553E-5,0.32732946472179175
0.5450000000000004,-0.0092631918366739,-1.5399486400525837E-5,0.32733967637961936
0.5600000000000004,-0.009383552102100278,-6.2082013968686786E-6,0.32737365093967885
0.5700000000000004,-0.009303786107818535,-4.597190586149331E-6,0.32738697256513904
0.5850000000000004,-0.00921716951273779,-3.441821277342908E-6,0.3274411632281698
0.5950000000000004,-0.009231517756359147,2.922215616880872E-6,0.3274739832843155
0.6100000000000004,-0.009265960500657226,1.4955310808573926E-5,0.3275024868236273
0.6200000000000004,-0.009241458332971348,2.0439893162485102E-5,0.3275232446031659
0.6350000000000005,-0.009154485096460835,2.5118134409982438E-5,0.32756876767199
0.6450000000000005,-0.009164108917161,2.3326159604774902E-5,0.3276017216169811
0.6600000000000005,-0.009228705139239131,2.151476815927827E-5,0.327636375335641
0.6700000000000005,-0.009253083669806829,2.2778056155951587E-5,0.3276562188357449
0.6850000000000005,-0.009278773575288763,2.2402095464198958E-5,0.3276917185182594
0.6950000000000005,-0.009290770349458927,2.239470898183616E-5,0.3277187620264903
0.7100000000000005,-0.008904905664249457,2.499121215303323E-5,0.3279463140093739
0.7200000000000005,-0.008894542362029297,2.503006323393458E-5,0.3278741749197013
0.7300000000000005,-0.009271371467253252,4.644106074469219E-6,0.32785560743769054
0.7450000000000006,-0.009551374823414007,7.647385034627467E-6,0.32785314505599383
0.7550000000000006,-0.009407802791842163,1.7840026776752807E-5,0.32786420910082015
0.7700000000000006,-0.009244907452600355,9.215742153035139E-6,0.32793009702080844
0.7800000000000006,-0.009269832946482775,3.3621023436443893E-6,0.32796982060785373
0.7950000000000006,-0.009272065683819006,8.221805175208254E-6,0.32799512393546726
0.8050000000000006,-0.011078018167630264,-1.856446815373848E-5,0.327791822816133
0.8200000000000006,-0.010667225155729963,5.1372389118213E-5,0.32773892502728513
0.8300000000000006,-0.00966066698247146,6.0479951261739926E-5,0.3278912678536822
0.8450000000000006,-0.009389337399501232,6.024898001987458E-6,0.32810049698626276
