,time,Fx,Fy,distance,x/d,y/d,CFr,CFv
0,60.0,-0.031470118,1.7019960209999998,0.0,0.0,0.75,-0.012521562,0.6772026999999999
1,59.995,-0.027005627,1.7023172130000002,0.012499999999988631,0.0003124999999997158,0.75,-0.010745197,0.677330498
2,59.99,-0.023128432,1.700435507,0.025000000000005684,0.0006250000000001422,0.75,-0.009202511,0.6765817909999999
3,59.985,-0.019020768,1.701743209,0.037499999999994316,0.0009374999999998579,0.75,-0.007568123,0.677102109
4,59.98,-0.013604666999999999,1.7019641990000003,0.05000000000001137,0.0012500000000002843,0.75,-0.005413125,0.677190038
5,59.975,-0.007066922,1.701471995,0.0625,0.0015625,0.75,-0.0028118390000000004,0.676994196
6,59.97,0.0010857689999999999,1.700796542,0.07499999999998863,0.0018749999999997159,0.75,0.00043201400000000004,0.6767254420000001
7,59.965,0.009918848000000001,1.699441154,0.08750000000000568,0.002187500000000142,0.75,0.003946584,0.67618615
8,59.96,0.018723232,1.6956618360000002,0.09999999999999432,0.002499999999999858,0.75,0.007449737,0.674682408
9,59.955,0.022453901000000002,1.707306784,0.11250000000001137,0.0028125000000002844,0.75,0.008934123,0.679315785
10,59.95,0.016985289,1.7418834380000003,0.125,0.003125,0.75,0.0067582319999999994,0.6930733990000001
11,59.945,0.019266136,1.7441878530000001,0.13749999999998863,0.003437499999999716,0.75,0.007665752,0.693990296
12,59.94,0.023176872,1.7419072340000001,0.15000000000000568,0.003750000000000142,0.75,0.009221784,0.693082867
13,59.935,0.028904967,1.7438507790000002,0.16249999999999432,0.004062499999999858,0.75,0.011500921,0.6938561790000001
14,59.93,0.035599333999999996,1.753172572,0.17500000000001137,0.004375000000000284,0.75,0.014164525,0.697565202
15,59.925,0.029224315,1.745305853,0.1875,0.0046875,0.75,0.011627985,0.694435134
16,59.92,0.031507803,1.746497582,0.19999999999998863,0.004999999999999716,0.75,0.012536556,0.694909308
17,59.915,0.034359178,1.747453814,0.21250000000000568,0.005312500000000142,0.75,0.013671082,0.6952897809999999
18,59.91,0.037263152,1.746016145,0.22499999999999432,0.0056249999999998575,0.75,0.014826536999999999,0.69471775
19,59.905,0.040011451,1.7440880080000003,0.23750000000001137,0.0059375000000002846,0.75,0.01592005,0.6939505690000001
20,59.9,0.041956428,1.7427523700000003,0.25,0.00625,0.75,0.016693931999999998,0.6934191359999999
21,59.895,0.043507207,1.7406018209999998,0.26249999999998863,0.006562499999999716,0.75,0.017310968,0.69256346
22,59.89,0.042544389,1.739706962,0.2750000000000057,0.006875000000000142,0.75,0.016927875,0.692207406
23,59.885,0.04083732,1.7401190780000002,0.2874999999999943,0.007187499999999858,0.75,0.016248653000000002,0.692371382
24,59.88,0.037905342,1.738761712,0.30000000000001137,0.007500000000000284,0.75,0.015082056000000002,0.691831303
25,59.875,0.031618731000000004,1.7364148790000002,0.3125,0.0078125,0.75,0.012580694,0.6908975279999999
26,59.87,0.025814667000000003,1.7337271730000001,0.32499999999998863,0.008124999999999716,0.75,0.01027133,0.689828124
27,59.865,0.018996767,1.7305887210000002,0.3375000000000057,0.008437500000000143,0.75,0.007558574,0.688579374
28,59.86,0.011202031999999999,1.730092735,0.3499999999999943,0.008749999999999859,0.75,0.004457147,0.6883820270000001
29,59.855,0.0025214129999999997,1.728745538,0.36250000000001137,0.009062500000000284,0.75,0.001003239,0.687845994
30,59.85,-0.006609245,1.7285045609999998,0.375,0.009375,0.75,-0.002629735,0.687750113
31,59.845,-0.016105544,1.729411582,0.38749999999998863,0.009687499999999715,0.75,-0.006408193,0.688111005
32,59.84,-0.025376886,1.7338724730000004,0.4000000000000057,0.010000000000000142,0.75,-0.010097142,0.689885937
33,59.835,-0.032462909,1.7327218590000002,0.4124999999999943,0.010312499999999858,0.75,-0.012916581000000002,0.689428122
34,59.83,-0.039207027,1.727035104,0.42500000000001137,0.010625000000000284,0.75,-0.01559998,0.6871654340000001
35,59.825,-0.055187913,1.7387328370000001,0.4375,0.0109375,0.75,-0.021958573,0.691819814
36,59.82,-0.06189774,1.7475838600000002,0.44999999999998863,0.011249999999999715,0.75,-0.024628327999999998,0.695341525
37,59.815,-0.06686895,1.760877715,0.4625000000000057,0.011562500000000142,0.75,-0.02660631,0.700630981
38,59.81,-0.070279775,1.7737980269999998,0.4749999999999943,0.011874999999999858,0.75,-0.027963434,0.70577181
39,59.805,-0.068792548,1.7661755130000003,0.48750000000001137,0.012187500000000285,0.75,-0.027371685,0.7027389079999999
40,59.8,-0.081198159,1.729996984,0.5,0.0125,0.75,-0.032307721,0.6883439290000001
41,59.795,-0.078411458,1.730995644,0.5124999999999886,0.012812499999999716,0.75,-0.031198927999999997,0.6887412829999999
42,59.79,-0.07586238099999999,1.728921132,0.5250000000000057,0.013125000000000142,0.75,-0.030184682,0.6879158609999999
43,59.785,-0.073524126,1.7277571109999998,0.5374999999999943,0.013437499999999858,0.75,-0.02925432,0.687452712
44,59.78,-0.071251144,1.7268159819999997,0.5500000000000114,0.013750000000000285,0.75,-0.02834993,0.687078248
45,59.775,-0.070294622,1.7249288909999998,0.5625,0.0140625,0.75,-0.027969341,0.6863273990000001
46,59.77,-0.069347868,1.7226469770000001,0.5749999999999886,0.014374999999999716,0.75,-0.02759264,0.685419454
47,59.765,-0.07007497900000001,1.7218587959999998,0.5875000000000057,0.014687500000000141,0.75,-0.027881947999999997,0.685105847
48,59.76,-0.072681237,1.7207947780000001,0.5999999999999943,0.014999999999999857,0.75,-0.028918945,0.684682488
49,59.755,-0.07491560900000001,1.7193781609999998,0.6125000000000114,0.015312500000000284,0.75,-0.029807973999999997,0.6841188340000001
50,59.75,-0.075193194,1.717035471,0.625,0.015625,0.75,-0.029918421,0.6831867070000001
51,59.745,-0.076614504,1.7143294550000001,0.6374999999999886,0.015937499999999716,0.75,-0.030483942000000003,0.6821100170000001
52,59.74,-0.077154805,1.712293087,0.6500000000000057,0.016250000000000143,0.75,-0.030698921,0.681299772
53,59.735,-0.076428744,1.712862124,0.6624999999999943,0.01656249999999986,0.75,-0.030410031,0.681526185
54,59.73,-0.075038061,1.7129842830000004,0.6750000000000114,0.016875000000000286,0.75,-0.029856696000000002,0.68157479
55,59.725,-0.072401699,1.709570184,0.6875,0.0171875,0.75,-0.028807721,0.680216363
56,59.72,-0.069339484,1.703769083,0.6999999999999886,0.017499999999999717,0.75,-0.027589304,0.6779081790000001
57,59.715,-0.064874003,1.6954464160000002,0.7125000000000057,0.01781250000000014,0.75,-0.025812546000000002,0.674596695
58,59.71,-0.058651666,1.6883312530000003,0.7249999999999943,0.018124999999999857,0.75,-0.023336757000000003,0.6717656609999999
59,59.705,-0.055888732999999996,1.693711532,0.7375000000000114,0.018437500000000284,0.75,-0.02223742,0.673906406
60,59.7,-0.064112856,1.726772554,0.75,0.01875,0.75,-0.025509695,0.687060969
61,59.695,-0.060085748,1.7237915890000002,0.7624999999999886,0.019062499999999715,0.75,-0.02390736,0.6858748809999999
62,59.69,-0.054217178,1.7230791190000003,0.7750000000000057,0.019375000000000142,0.75,-0.02157233,0.685591398
63,59.685,-0.046743439000000005,1.7283440580000002,0.7874999999999943,0.019687499999999858,0.75,-0.018598623999999998,0.68768625
64,59.68,-0.03802259,1.7401694340000002,0.8000000000000114,0.020000000000000285,0.75,-0.015128708000000001,0.6923914179999999
65,59.675,-0.042174800000000005,1.7319208760000002,0.8125,0.0203125,0.75,-0.01678082,0.6891094209999999
66,59.67,-0.040495403,1.7332698250000003,0.8249999999999886,0.020624999999999716,0.75,-0.016112609,0.6896461509999999
67,59.665,-0.039666263,1.7338938760000002,0.8375000000000057,0.020937500000000143,0.75,-0.015782703999999998,0.689894453
68,59.66,-0.038182522999999996,1.732874732,0.8499999999999943,0.02124999999999986,0.75,-0.015192343,0.689488949
69,59.655,-0.035311396,1.7322359660000002,0.8625000000000114,0.021562500000000283,0.75,-0.014049958000000001,0.689234791
70,59.65,-0.031516861,1.735751655,0.875,0.021875,0.75,-0.012540161000000001,0.69063364
71,59.645,-0.026759174,1.7408684810000001,0.8874999999999886,0.022187499999999714,0.75,-0.010647137,0.69266956
72,59.64,-0.022381368999999998,1.7467259250000002,0.9000000000000057,0.02250000000000014,0.75,-0.008905264,0.695000163
73,59.635,-0.017966253999999997,1.7480767830000001,0.9124999999999943,0.022812499999999857,0.75,-0.007148545,0.6955376520000001
74,59.63,-0.014134036,1.7501705590000003,0.9250000000000114,0.023125000000000284,0.75,-0.005623754,0.696370739
75,59.625,-0.011575166000000001,1.754526218,0.9375,0.0234375,0.75,-0.004605612,0.6981038009999999
76,59.62,-0.007822834,1.7569232450000003,0.9499999999999886,0.023749999999999716,0.75,-0.0031126070000000003,0.699057548
77,59.615,-0.004005976,1.758706599,0.9625000000000057,0.024062500000000143,0.75,-0.0015939270000000002,0.699767122
78,59.61,-0.00020323299999999998,1.7622446219999999,0.9749999999999943,0.02437499999999986,0.75,-8.09e-05,0.701174856
79,59.605,0.004110807,1.761083385,0.9875000000000114,0.024687500000000286,0.75,0.0016356379999999998,0.700712815
80,59.6,0.008877053000000001,1.7572850309999999,1.0,0.025,0.75,0.0035320670000000003,0.699201498
81,59.595,0.011821196,1.7554601340000002,1.0124999999999886,0.025312499999999717,0.75,0.004703504,0.698475394
82,59.59,0.013198173999999998,1.7555836030000003,1.0250000000000057,0.02562500000000014,0.75,0.005251385999999999,0.698524521
83,59.585,0.01302319,1.753259467,1.0374999999999943,0.025937499999999857,0.75,0.005181763,0.697599777
84,59.58,0.012082518,1.7441906680000003,1.0500000000000114,0.026250000000000284,0.75,0.004807481,0.6939914159999999
85,59.575,-0.000445015,1.7480507969999999,1.0625,0.0265625,0.75,-0.00017706599999999997,0.6955273129999999
86,59.57,-0.007647669,1.7432915980000003,1.0749999999999886,0.026874999999999715,0.75,-0.0030429109999999997,0.6936336879999999
87,59.565,-0.013156399,1.741777902,1.0875000000000057,0.027187500000000142,0.75,-0.005234765,0.693031407
88,59.56,-0.01857598,1.746776766,1.0999999999999943,0.027499999999999858,0.75,-0.007391147,0.695020392
89,59.555,-0.022800354,1.744035072,1.1125000000000114,0.027812500000000285,0.75,-0.009071973,0.693929507
90,59.55,-0.041441108,1.7029649610000002,1.125,0.028125,0.75,-0.016488893,0.677588229
91,59.545,-0.04878772,1.707250981,1.1374999999999886,0.028437499999999716,0.75,-0.019412017,0.679293582
92,59.54,-0.055983227999999996,1.711064495,1.1500000000000057,0.028750000000000143,0.75,-0.022275019,0.6808109309999999
93,59.535,-0.061859082,1.717837474,1.1624999999999943,0.02906249999999986,0.75,-0.024612947000000003,0.6835058140000001
94,59.53,-0.066604839,1.724278871,1.1750000000000114,0.029375000000000283,0.75,-0.026501224,0.686068764
95,59.525,-0.071555824,1.7293720769999998,1.1875,0.0296875,0.75,-0.028471157999999996,0.6880952859999999
96,59.52,-0.077383098,1.7328483380000002,1.1999999999999886,0.029999999999999714,0.75,-0.030789757,0.689478447
97,59.515,-0.082832271,1.7323901130000001,1.2125000000000057,0.03031250000000014,0.75,-0.032957913,0.689296125
98,59.51,-0.08630858699999999,1.7281592940000001,1.2249999999999943,0.030624999999999857,0.75,-0.034341095,0.687612735
99,59.505,-0.084516765,1.724496957,1.2375000000000114,0.030937500000000284,0.75,-0.033628152,0.686155538
100,59.5,-0.08027020900000001,1.723271436,1.25,0.03125,0.75,-0.031938501,0.6856679179999999
101,59.495,-0.077554796,1.7223582569999998,1.2624999999999886,0.031562499999999716,0.75,-0.030858073,0.6853045759999999
102,59.49,-0.07610824,1.7216982390000002,1.2750000000000057,0.03187500000000014,0.75,-0.030282506,0.685041963
103,59.485,-0.07620557,1.7196962250000003,1.2874999999999943,0.032187499999999855,0.75,-0.030321233,0.684245387
104,59.48,-0.076776973,1.719368079,1.3000000000000114,0.032500000000000286,0.75,-0.030548587000000002,0.6841148220000001
105,59.475,-0.077978122,1.718682921,1.3125,0.0328125,0.75,-0.031026509,0.6838422059999999
106,59.47,-0.07787795900000001,1.7145696200000002,1.3249999999999886,0.03312499999999972,0.75,-0.030986655,0.682205576
107,59.465,-0.075429179,1.708725142,1.3375000000000057,0.03343750000000014,0.75,-0.030012317,0.6798801320000001
108,59.46,-0.068865813,1.70115303,1.3499999999999943,0.033749999999999857,0.75,-0.027400837,0.6768672840000001
109,59.455,-0.063023248,1.7026044040000001,1.3625000000000114,0.03406250000000029,0.75,-0.025076154,0.677444768
110,59.45,-0.067330866,1.729653754,1.375,0.034375,0.75,-0.0267901,0.688207362
111,59.445,-0.061280163,1.7253101380000002,1.3874999999999886,0.03468749999999972,0.75,-0.024382602000000003,0.686479092
112,59.44,-0.053732653,1.7242425319999999,1.4000000000000057,0.03500000000000014,0.75,-0.021379542999999997,0.686054305
113,59.435,-0.046884938,1.725351126,1.4124999999999943,0.03531249999999986,0.75,-0.018654924,0.686495401
114,59.43,-0.039722892999999995,1.7337900840000002,1.4250000000000114,0.03562500000000028,0.75,-0.015805237,0.689853155
115,59.425,-0.046592119,1.726051686,1.4375,0.0359375,0.75,-0.018538415,0.686774145
116,59.42,-0.048354035,1.726507475,1.4499999999999886,0.03624999999999971,0.75,-0.019239459,0.686955497
117,59.415,-0.051313887,1.7295839800000001,1.4625000000000057,0.036562500000000143,0.75,-0.020417147,0.6881795999999999
118,59.41,-0.054791748,1.734194494,1.4749999999999943,0.03687499999999986,0.75,-0.021800944,0.690014065
119,59.405,-0.058026982000000005,1.735462852,1.4875000000000114,0.03718750000000028,0.75,-0.023088202999999998,0.6905187290000001
120,59.4,-0.060506942,1.7363999620000001,1.5,0.0375,0.75,-0.024074947000000003,0.6908915929999999
121,59.395,-0.059857993,1.7377516060000002,1.5124999999999886,0.037812499999999714,0.75,-0.023816739,0.691429395
122,59.39,-0.05770043,1.7370723580000003,1.5250000000000057,0.038125000000000145,0.75,-0.022958272000000002,0.6911591309999999
123,59.385,-0.05417011,1.736152214,1.5374999999999943,0.03843749999999986,0.75,-0.021553602,0.6907930170000001
124,59.38,-0.050285368,1.736834183,1.5500000000000114,0.038750000000000284,0.75,-0.020007912,0.691064364
125,59.375,-0.047591095,1.7348191550000003,1.5625,0.0390625,0.75,-0.018935895,0.69026261
126,59.37,-0.044050434000000006,1.7322022069999998,1.5749999999999886,0.039374999999999716,0.75,-0.017527111,0.689221359
127,59.365,-0.039828816,1.732516499,1.5875000000000057,0.03968750000000014,0.75,-0.015847382,0.689346412
128,59.36,-0.034356264,1.732910823,1.5999999999999943,0.039999999999999855,0.75,-0.013669923,0.6895033079999999
129,59.355,-0.027385496000000002,1.7323956980000004,1.6125000000000114,0.040312500000000286,0.75,-0.010896343000000001,0.689298347
130,59.35,-0.020389573,1.733210504,1.625,0.040625,0.75,-0.008112754,0.689622548
131,59.345,-0.013326825,1.7358258160000002,1.6374999999999886,0.04093749999999972,0.75,-0.005302575,0.690663148
132,59.34,-0.00620569,1.736878484,1.6500000000000057,0.04125000000000014,0.75,-0.002469166,0.6910819909999999
133,59.335,0.0038649220000000002,1.7307153469999998,1.6624999999999943,0.041562499999999857,0.75,0.001537804,0.688629756
