time,time_change,time,time_change,h,F,buoyancy,Fv(N),x/d,y/d,Cfr,Cfv
45.804,28.51,45.804,28.51,51.49,1.819732765,0.328736255,1.49099651,0,0.78725,0,0.593248662
45.784,28.49,45.784,28.49,51.51,1.818877645,0.328736255,1.49014139,0,0.78775,0,0.59290842
45.764,28.47,45.764,28.47,51.53,1.819653968,0.328736255,1.490917713,0,0.78825,0,0.593217309
45.739,28.445,45.739,28.445,51.555,1.816413235,0.328736255,1.48767698,0,0.788875,0,0.591927863
45.719,28.425,45.719,28.425,51.575,1.799780328,0.328736255,1.471044073,0,0.789375,0,0.585309839
45.699,28.405,45.699,28.405,51.595,1.800300469,0.328736255,1.471564214,0,0.789875,0,0.585516797
45.679,28.385,45.679,28.385,51.615,1.805306841,0.328736255,1.476570586,0,0.790375,0,0.587508769
45.659,28.365,45.659,28.365,51.635,1.783282499,0.328736255,1.454546244,0,0.790875,0,0.578745562
45.639,28.345,45.639,28.345,51.655,1.783372122,0.328736255,1.454635867,0,0.791375,0,0.578781221
45.619,28.325,45.619,28.325,51.675,1.781700932,0.328736255,1.452964677,0,0.791875,0,0.578116276
45.599,28.305,45.599,28.305,51.695,1.781268266,0.328736255,1.452532011,0,0.792375,0,0.577944124
45.574,28.28,45.574,28.28,51.72,1.780586404,0.328736255,1.451850149,0,0.793,0,0.57767282
45.554,28.26,45.554,28.26,51.74,1.779760124,0.328736255,1.451023869,0,0.7935,0,0.577344053
45.534,28.24,45.534,28.24,51.76,1.780045981,0.328736255,1.451309726,0,0.794,0,0.577457792
45.514,28.22,45.514,28.22,51.78,1.779082122,0.328736255,1.450345867,0,0.7945,0,0.577074285
45.494,28.2,45.494,28.2,51.8,1.777004388,0.328736255,1.448268133,0,0.795,0,0.576247581
45.474,28.18,45.474,28.18,51.82,1.775426882,0.328736255,1.446690627,0,0.7955,0,0.575619911
45.454,28.16,45.454,28.16,51.84,1.774937409,0.328736255,1.446201154,0,0.796,0,0.575425156
45.429,28.135,45.429,28.135,51.865,1.774139422,0.328736255,1.445403166,0,0.796625,0,0.575107647
45.409,28.115,45.409,28.115,51.885,1.774286174,0.328736255,1.445549919,0,0.797125,0,0.575166038
45.389,28.095,45.389,28.095,51.905,1.774874904,0.328736255,1.446138649,0,0.797625,0,0.575400286
45.369,28.075,45.369,28.075,51.925,1.774850511,0.328736255,1.446114256,0,0.798125,0,0.57539058
45.349,28.055,45.349,28.055,51.945,1.774102325,0.328736255,1.44536607,0,0.798625,0,0.575092887
45.329,28.035,45.329,28.035,51.965,1.770982451,0.328736255,1.442246196,0,0.799125,0,0.573851528
45.309,28.015,45.309,28.015,51.985,1.767283121,0.328736255,1.438546865,0,0.799625,0,0.572379611
45.289,27.995,45.289,27.995,52.005,1.765039014,0.328736255,1.436302759,0,0.800125,0,0.57148671
45.264,27.97,45.264,27.97,52.03,1.761716619,0.328736255,1.432980364,0,0.80075,0,0.570164771
45.244,27.95,45.244,27.95,52.05,1.759480334,0.328736255,1.430744078,0,0.80125,0,0.569274981
45.224,27.93,45.224,27.93,52.07,1.762914705,0.328736255,1.43417845,0,0.80175,0,0.570641474
45.204,27.91,45.204,27.91,52.09,1.752339458,0.328736255,1.423603203,0,0.80225,0,0.566433717
45.184,27.89,45.184,27.89,52.11,1.761448811,0.328736255,1.432712555,0,0.80275,0,0.570058213
45.164,27.87,45.164,27.87,52.13,1.759870468,0.328736255,1.431134212,0,0.80325,0,0.56943021
45.144,27.85,45.144,27.85,52.15,1.758104489,0.328736255,1.429368234,0,0.80375,0,0.56872755
45.119,27.825,45.119,27.825,52.175,1.75411058,0.328736255,1.425374325,0,0.804375,0,0.567138424
45.099,27.805,45.099,27.805,52.195,1.768691331,0.328736255,1.439955076,0,0.804875,0,0.57293992
45.079,27.785,45.079,27.785,52.215,1.721888194,0.328736255,1.393151939,0,0.805375,0,0.554317544
45.059,27.765,45.059,27.765,52.235,1.731662541,0.328736255,1.402926286,0,0.805875,0,0.558206633
45.039,27.745,45.039,27.745,52.255,1.712687084,0.328736255,1.383950828,0,0.806375,0,0.550656538
45.019,27.725,45.019,27.725,52.275,1.710836001,0.328736255,1.382099746,0,0.806875,0,0.549920016
44.999,27.705,44.999,27.705,52.295,1.713563038,0.328736255,1.384826783,0,0.807375,0,0.55100507
44.974,27.68,44.974,27.68,52.32,1.712013434,0.328736255,1.383277179,0,0.808,0,0.550388502
44.954,27.66,44.954,27.66,52.34,1.71448867,0.328736255,1.385752415,0,0.8085,0,0.551373367
44.934,27.64,44.934,27.64,52.36,1.712985903,0.328736255,1.384249648,0,0.809,0,0.550775435
44.914,27.62,44.914,27.62,52.38,1.712945582,0.328736255,1.384209327,0,0.8095,0,0.550759392
44.894,27.6,44.894,27.6,52.4,1.712610745,0.328736255,1.38387449,0,0.81,0,0.550626164
44.874,27.58,44.874,27.58,52.42,1.711872063,0.328736255,1.383135808,0,0.8105,0,0.550332252
44.854,27.56,44.854,27.56,52.44,1.711356793,0.328736255,1.382620538,0,0.811,0,0.550127233
44.834,27.54,44.834,27.54,52.46,1.710026267,0.328736255,1.381290012,0,0.8115,0,0.549597833
44.809,27.515,44.809,27.515,52.485,1.707783927,0.328736255,1.379047672,0,0.812125,0,0.548705634
44.789,27.495,44.789,27.495,52.505,1.707522577,0.328736255,1.378786322,0,0.812625,0,0.548601646
44.769,27.475,44.769,27.475,52.525,1.706584671,0.328736255,1.377848416,0,0.813125,0,0.548228465
44.749,27.455,44.749,27.455,52.545,1.706154218,0.328736255,1.377417962,0,0.813625,0,0.548057194
44.729,27.435,44.729,27.435,52.565,1.705848496,0.328736255,1.377112241,0,0.814125,0,0.547935551
44.709,27.415,44.709,27.415,52.585,1.705943927,0.328736255,1.377207672,0,0.814625,0,0.547973522
44.689,27.395,44.689,27.395,52.605,1.705669181,0.328736255,1.376932925,0,0.815125,0,0.547864203
44.664,27.37,44.664,27.37,52.63,1.705442056,0.328736255,1.3767058,0,0.81575,0,0.547773833
44.644,27.35,44.644,27.35,52.65,1.705647703,0.328736255,1.376911448,0,0.81625,0,0.547855658
44.624,27.33,44.624,27.33,52.67,1.705038651,0.328736255,1.376302396,0,0.81675,0,0.547613324
44.604,27.31,44.604,27.31,52.69,1.704657448,0.328736255,1.375921193,0,0.81725,0,0.547461648
44.584,27.29,44.584,27.29,52.71,1.704272038,0.328736255,1.375535782,0,0.81775,0,0.547308298
44.564,27.27,44.564,27.27,52.73,1.701283972,0.328736255,1.372547717,0,0.81825,0,0.546119385
44.544,27.25,44.544,27.25,52.75,1.70070893,0.328736255,1.371972675,0,0.81875,0,0.545890582
44.524,27.23,44.524,27.23,52.77,1.698726927,0.328736255,1.369990672,0,0.81925,0,0.545101969
44.499,27.205,44.499,27.205,52.795,1.695520091,0.328736255,1.366783835,0,0.819875,0,0.543826009
44.479,27.185,44.479,27.185,52.815,1.697920602,0.328736255,1.369184346,0,0.820375,0,0.544781142
44.459,27.165,44.459,27.165,52.835,1.677451565,0.328736255,1.34871531,0,0.820875,0,0.536636771
44.439,27.145,44.439,27.145,52.855,1.676254217,0.328736255,1.347517962,0,0.821375,0,0.536160361
44.419,27.125,44.419,27.125,52.875,1.662052511,0.328736255,1.333316255,0,0.821875,0,0.530509682
44.399,27.105,44.399,27.105,52.895,1.660842013,0.328736255,1.332105758,0,0.822375,0,0.53002804
44.379,27.085,44.379,27.085,52.915,1.659878395,0.328736255,1.33114214,0,0.822875,0,0.529644629
44.354,27.06,44.354,27.06,52.94,1.65929608,0.328736255,1.330559825,0,0.8235,0,0.529412933
44.334,27.04,44.334,27.04,52.96,1.658712731,0.328736255,1.329976475,0,0.824,0,0.529180826
44.314,27.02,44.314,27.02,52.98,1.65851632,0.328736255,1.329780065,0,0.8245,0,0.529102677
44.294,27,44.294,27,53,1.657475409,0.328736255,1.328739154,0,0.825,0,0.528688511
44.274,26.98,44.274,26.98,53.02,1.656455153,0.328736255,1.327718898,0,0.8255,0,0.528282564
44.254,26.96,44.254,26.96,53.04,1.655213181,0.328736255,1.326476926,0,0.826,0,0.527788399
44.234,26.94,44.234,26.94,53.06,1.654638609,0.328736255,1.325902353,0,0.8265,0,0.527559784
44.214,26.92,44.214,26.92,53.08,1.653693102,0.328736255,1.324956847,0,0.827,0,0.527183579
44.189,26.895,44.189,26.895,53.105,1.651166769,0.328736255,1.322430514,0,0.827625,0,0.526178383
44.169,26.875,44.169,26.875,53.125,1.650825534,0.328736255,1.322089279,0,0.828125,0,0.52604261
44.149,26.855,44.149,26.855,53.145,1.651097316,0.328736255,1.32236106,0,0.828625,0,0.526150748
44.129,26.835,44.129,26.835,53.165,1.650670589,0.328736255,1.321934334,0,0.829125,0,0.525980959
44.109,26.815,44.109,26.815,53.185,1.650202392,0.328736255,1.321466137,0,0.829625,0,0.52579467
44.089,26.795,44.089,26.795,53.205,1.649178388,0.328736255,1.320442132,0,0.830125,0,0.525387231
44.069,26.775,44.069,26.775,53.225,1.647187051,0.328736255,1.318450796,0,0.830625,0,0.524594903
44.044,26.75,44.044,26.75,53.25,1.646017851,0.328736255,1.317281595,0,0.83125,0,0.524129693
44.024,26.73,44.024,26.73,53.27,1.644113463,0.328736255,1.315377208,0,0.83175,0,0.523371962
44.004,26.71,44.004,26.71,53.29,1.642993381,0.328736255,1.314257126,0,0.83225,0,0.522926295
43.984,26.69,43.984,26.69,53.31,1.642263723,0.328736255,1.313527468,0,0.83275,0,0.522635973
43.964,26.67,43.964,26.67,53.33,1.639033416,0.328736255,1.310297161,0,0.83325,0,0.521350675
43.944,26.65,43.944,26.65,53.35,1.636946808,0.328736255,1.308210553,0,0.83375,0,0.52052044
43.924,26.63,43.924,26.63,53.37,1.637320976,0.328736255,1.308584721,0,0.83425,0,0.520669317
43.899,26.605,43.899,26.605,53.395,1.635087424,0.328736255,1.306351169,0,0.834875,0,0.519780615
43.879,26.585,43.879,26.585,53.415,1.635722094,0.328736255,1.306985839,0,0.835375,0,0.520033142
43.859,26.565,43.859,26.565,53.435,1.63375822,0.328736255,1.305021965,0,0.835875,0,0.519251741
43.839,26.545,43.839,26.545,53.455,1.613396684,0.328736255,1.284660428,0,0.836375,0,0.511150143
43.819,26.525,43.819,26.525,53.475,1.624267125,0.328736255,1.295530869,0,0.836875,0,0.515475354
43.799,26.505,43.799,26.505,53.495,1.637010583,0.328736255,1.308274328,0,0.837375,0,0.520545816
43.779,26.485,43.779,26.485,53.515,1.600716475,0.328736255,1.27198022,0,0.837875,0,0.506104849
43.759,26.465,43.759,26.465,53.535,1.598589028,0.328736255,1.269852773,0,0.838375,0,0.505258365
43.734,26.44,43.734,26.44,53.56,1.59547191,0.328736255,1.266735654,0,0.839,0,0.504018102
43.714,26.42,43.714,26.42,53.58,1.595395072,0.328736255,1.266658817,0,0.8395,0,0.50398753
43.694,26.4,43.694,26.4,53.6,1.596135691,0.328736255,1.267399436,0,0.84,0,0.504282213
43.674,26.38,43.674,26.38,53.62,1.59370394,0.328736255,1.264967685,0,0.8405,0,0.50331465
43.654,26.36,43.654,26.36,53.64,1.595942859,0.328736255,1.267206604,0,0.841,0,0.504205487
43.634,26.34,43.634,26.34,53.66,1.596028067,0.328736255,1.267291811,0,0.8415,0,0.50423939
43.614,26.32,43.614,26.32,53.68,1.595405517,0.328736255,1.266669262,0,0.842,0,0.503991686
43.589,26.295,43.589,26.295,53.705,1.594405649,0.328736255,1.265669394,0,0.842625,0,0.503593851
43.569,26.275,43.569,26.275,53.725,1.595417232,0.328736255,1.266680976,0,0.843125,0,0.503996347
43.549,26.255,43.549,26.255,53.745,1.595086559,0.328736255,1.266350303,0,0.843625,0,0.503864776
43.529,26.235,43.529,26.235,53.765,1.594777515,0.328736255,1.266041259,0,0.844125,0,0.503741811
43.509,26.215,43.509,26.215,53.785,1.593832047,0.328736255,1.265095792,0,0.844625,0,0.503365622
43.489,26.195,43.489,26.195,53.805,1.592595495,0.328736255,1.26385924,0,0.845125,0,0.502873613
43.469,26.175,43.469,26.175,53.825,1.59154512,0.328736255,1.262808865,0,0.845625,0,0.502455682
43.449,26.155,43.449,26.155,53.845,1.590999228,0.328736255,1.262262973,0,0.846125,0,0.502238479
43.424,26.13,43.424,26.13,53.87,1.589139615,0.328736255,1.26040336,0,0.84675,0,0.501498563
43.404,26.11,43.404,26.11,53.89,1.589712649,0.328736255,1.260976394,0,0.84725,0,0.501726566
43.384,26.09,43.384,26.09,53.91,1.590331896,0.328736255,1.261595641,0,0.84775,0,0.501972956
43.364,26.07,43.364,26.07,53.93,1.588812252,0.328736255,1.260075997,0,0.84825,0,0.501368309
43.344,26.05,43.344,26.05,53.95,1.588193937,0.328736255,1.259457682,0,0.84875,0,0.501122289
43.324,26.03,43.324,26.03,53.97,1.58651753,0.328736255,1.257781275,0,0.84925,0,0.500455268
43.304,26.01,43.304,26.01,53.99,1.58587645,0.328736255,1.257140194,0,0.84975,0,0.50020019
43.279,25.985,43.279,25.985,54.015,1.586217368,0.328736255,1.257481113,0,0.850375,0,0.500335837
43.259,25.965,43.259,25.965,54.035,1.584677097,0.328736255,1.255940842,0,0.850875,0,0.499722983
43.239,25.945,43.239,25.945,54.055,1.584176452,0.328736255,1.255440197,0,0.851375,0,0.499523783
43.219,25.925,43.219,25.925,54.075,1.568953851,0.328736255,1.240217596,0,0.851875,0,0.493466902
43.199,25.905,43.199,25.905,54.095,1.565930343,0.328736255,1.237194088,0,0.852375,0,0.492263887
43.179,25.885,43.179,25.885,54.115,1.567538131,0.328736255,1.238801875,0,0.852875,0,0.492903605
43.159,25.865,43.159,25.865,54.135,1.549477417,0.328736255,1.220741161,0,0.853375,0,0.485717475
43.134,25.84,43.134,25.84,54.16,1.548696056,0.328736255,1.219959801,0,0.854,0,0.485406582
43.114,25.82,43.114,25.82,54.18,1.547921629,0.328736255,1.219185374,0,0.8545,0,0.485098447
43.094,25.8,43.094,25.8,54.2,1.544809267,0.328736255,1.216073012,0,0.855,0,0.483860077
43.074,25.78,43.074,25.78,54.22,1.543609146,0.328736255,1.214872891,0,0.8555,0,0.483382565
43.054,25.76,43.054,25.76,54.24,1.542892246,0.328736255,1.21415599,0,0.856,0,0.483097319
43.034,25.74,43.034,25.74,54.26,1.54156009,0.328736255,1.212823835,0,0.8565,0,0.482567271
43.014,25.72,43.014,25.72,54.28,1.540426707,0.328736255,1.211690452,0,0.857,0,0.482116312
42.994,25.7,42.994,25.7,54.3,1.539846505,0.328736255,1.21111025,0,0.8575,0,0.481885457
42.969,25.675,42.969,25.675,54.325,1.539668227,0.328736255,1.210931971,0,0.858125,0,0.481814522
42.949,25.655,42.949,25.655,54.345,1.539182466,0.328736255,1.210446211,0,0.858625,0,0.481621245
42.929,25.635,42.929,25.635,54.365,1.538502905,0.328736255,1.20976665,0,0.859125,0,0.481350856
42.909,25.615,42.909,25.615,54.385,1.537819453,0.328736255,1.209083197,0,0.859625,0,0.481078919
42.889,25.595,42.889,25.595,54.405,1.536750128,0.328736255,1.208013873,0,0.860125,0,0.480653448
42.869,25.575,42.869,25.575,54.425,1.536493599,0.328736255,1.207757344,0,0.860625,0,0.480551378
42.849,25.555,42.849,25.555,54.445,1.535478511,0.328736255,1.206742256,0,0.861125,0,0.480147488
42.824,25.53,42.824,25.53,54.47,1.534152972,0.328736255,1.205416717,0,0.86175,0,0.479620073
42.804,25.51,42.804,25.51,54.49,1.533907677,0.328736255,1.205171421,0,0.86225,0,0.479522473
42.784,25.49,42.784,25.49,54.51,1.533505574,0.328736255,1.204769319,0,0.86275,0,0.479362481
42.764,25.47,42.764,25.47,54.53,1.53326824,0.328736255,1.204531985,0,0.86325,0,0.479268049
42.744,25.45,42.744,25.45,54.55,1.533430483,0.328736255,1.204694228,0,0.86375,0,0.479332603
42.724,25.43,42.724,25.43,54.57,1.534304371,0.328736255,1.205568116,0,0.86425,0,0.479680312
42.704,25.41,42.704,25.41,54.59,1.524455511,0.328736255,1.195719255,0,0.86475,0,0.475761575
42.684,25.39,42.684,25.39,54.61,1.530565949,0.328736255,1.201829693,0,0.86525,0,0.478192841
42.659,25.365,42.659,25.365,54.635,1.528082229,0.328736255,1.199345973,0,0.865875,0,0.4772046
42.639,25.345,42.639,25.345,54.655,1.526900994,0.328736255,1.198164738,0,0.866375,0,0.476734602
42.619,25.325,42.619,25.325,54.675,1.525724695,0.328736255,1.19698844,0,0.866875,0,0.476266568
42.599,25.305,42.599,25.305,54.695,1.539320608,0.328736255,1.210584353,0,0.867375,0,0.481676209
42.579,25.285,42.579,25.285,54.715,1.501627677,0.328736255,1.172891422,0,0.867875,0,0.466678669
42.559,25.265,42.559,25.265,54.735,1.510291135,0.328736255,1.18155488,0,0.868375,0,0.470125749
42.539,25.245,42.539,25.245,54.755,1.491682545,0.328736255,1.16294629,0,0.868875,0,0.462721626
42.514,25.22,42.514,25.22,54.78,1.490139643,0.328736255,1.161403388,0,0.8695,0,0.462107725
42.494,25.2,42.494,25.2,54.8,1.490357971,0.328736255,1.161621716,0,0.87,0,0.462194595
42.474,25.18,42.474,25.18,54.82,1.486370076,0.328736255,1.157633821,0,0.8705,0,0.460607862
42.454,25.16,42.454,25.16,54.84,1.48997591,0.328736255,1.161239655,0,0.871,0,0.462042578
42.434,25.14,42.434,25.14,54.86,1.488907174,0.328736255,1.160170919,0,0.8715,0,0.461617341
42.414,25.12,42.414,25.12,54.88,1.489983725,0.328736255,1.16124747,0,0.872,0,0.462045687
42.394,25.1,42.394,25.1,54.9,1.490788154,0.328736255,1.162051899,0,0.8725,0,0.46236576
42.374,25.08,42.374,25.08,54.92,1.490957194,0.328736255,1.162220939,0,0.873,0,0.462433019
42.349,25.055,42.349,25.055,54.945,1.490297648,0.328736255,1.161561393,0,0.873625,0,0.462170593
42.329,25.035,42.329,25.035,54.965,1.489443168,0.328736255,1.160706913,0,0.874125,0,0.461830607
42.309,25.015,42.309,25.015,54.985,1.488134494,0.328736255,1.159398239,0,0.874625,0,0.461309902
42.289,24.995,42.289,24.995,55.005,1.486027311,0.328736255,1.157291056,0,0.875125,0,0.46047148
42.269,24.975,42.269,24.975,55.025,1.484024485,0.328736255,1.15528823,0,0.875625,0,0.459674581
42.249,24.955,42.249,24.955,55.045,1.483140188,0.328736255,1.154403933,0,0.876125,0,0.459322731
42.229,24.935,42.229,24.935,55.065,1.481159939,0.328736255,1.152423684,0,0.876625,0,0.458534815
42.204,24.91,42.204,24.91,55.09,1.481374596,0.328736255,1.152638341,0,0.87725,0,0.458620224
42.184,24.89,42.184,24.89,55.11,1.482375722,0.328736255,1.153639467,0,0.87775,0,0.459018559
42.164,24.87,42.164,24.87,55.13,1.482303246,0.328736255,1.15356699,0,0.87825,0,0.458989722
42.144,24.85,42.144,24.85,55.15,1.482370665,0.328736255,1.153634409,0,0.87875,0,0.459016547
42.124,24.83,42.124,24.83,55.17,1.481055599,0.328736255,1.152319344,0,0.87925,0,0.458493299
42.104,24.81,42.104,24.81,55.19,1.479695251,0.328736255,1.150958996,0,0.87975,0,0.457952034
42.084,24.79,42.084,24.79,55.21,1.478936858,0.328736255,1.150200603,0,0.88025,0,0.457650279
42.059,24.765,42.059,24.765,55.235,1.475984175,0.328736255,1.14724792,0,0.880875,0,0.456475443
42.039,24.745,42.039,24.745,55.255,1.477687716,0.328736255,1.148951461,0,0.881375,0,0.457153261
42.019,24.725,42.019,24.725,55.275,1.477357641,0.328736255,1.148621385,0,0.881875,0,0.457021928
41.999,24.705,41.999,24.705,55.295,1.474813437,0.328736255,1.146077182,0,0.882375,0,0.456009622
41.979,24.685,41.979,24.685,55.315,1.475982685,0.328736255,1.14724643,0,0.882875,0,0.456474851
41.959,24.665,41.959,24.665,55.335,1.458813829,0.328736255,1.130077574,0,0.883375,0,0.44964358
41.939,24.645,41.939,24.645,55.355,1.459277503,0.328736255,1.130541248,0,0.883875,0,0.44982807
41.919,24.625,41.919,24.625,55.375,1.447591575,0.328736255,1.11885532,0,0.884375,0,0.445178387
41.894,24.6,41.894,24.6,55.4,1.446883763,0.328736255,1.118147508,0,0.885,0,0.444896758
41.874,24.58,41.874,24.58,55.42,1.44540275,0.328736255,1.116666495,0,0.8855,0,0.444307481
41.854,24.56,41.854,24.56,55.44,1.444326419,0.328736255,1.115590164,0,0.886,0,0.443879223
41.834,24.54,41.834,24.54,55.46,1.443422675,0.328736255,1.11468642,0,0.8865,0,0.443519634
41.814,24.52,41.814,24.52,55.48,1.441060711,0.328736255,1.112324455,0,0.887,0,0.442579838
41.794,24.5,41.794,24.5,55.5,1.439984581,0.328736255,1.111248326,0,0.8875,0,0.44215166
41.774,24.48,41.774,24.48,55.52,1.439481536,0.328736255,1.110745281,0,0.888,0,0.441951505
41.749,24.455,41.749,24.455,55.545,1.438817608,0.328736255,1.110081353,0,0.888625,0,0.441687336
41.729,24.435,41.729,24.435,55.565,1.439137746,0.328736255,1.110401491,0,0.889125,0,0.441814715
41.709,24.415,41.709,24.415,55.585,1.439891618,0.328736255,1.111155363,0,0.889625,0,0.442114671
41.689,24.395,41.689,24.395,55.605,1.439116734,0.328736255,1.110380478,0,0.890125,0,0.441806355
41.669,24.375,41.669,24.375,55.625,1.438415579,0.328736255,1.109679324,0,0.890625,0,0.441527374
41.649,24.355,41.649,24.355,55.645,1.438654004,0.328736255,1.109917749,0,0.891125,0,0.44162224
41.629,24.335,41.629,24.335,55.665,1.438339823,0.328736255,1.109603568,0,0.891625,0,0.441497232
41.609,24.315,41.609,24.315,55.685,1.438744946,0.328736255,1.110008691,0,0.892125,0,0.441658425
41.584,24.29,41.584,24.29,55.71,1.437823383,0.328736255,1.109087128,0,0.89275,0,0.441291747
41.564,24.27,41.564,24.27,55.73,1.4369698,0.328736255,1.108233545,0,0.89325,0,0.440952117
41.544,24.25,41.544,24.25,55.75,1.436247927,0.328736255,1.107511672,0,0.89375,0,0.440664893
41.524,24.23,41.524,24.23,55.77,1.435338376,0.328736255,1.106602121,0,0.89425,0,0.440302994
41.504,24.21,41.504,24.21,55.79,1.434262894,0.328736255,1.105526639,0,0.89475,0,0.439875073
41.484,24.19,41.484,24.19,55.81,1.432790678,0.328736255,1.104054422,0,0.89525,0,0.439289297
41.464,24.17,41.464,24.17,55.83,1.431316227,0.328736255,1.102579971,0,0.89575,0,0.438702631
41.439,24.145,41.439,24.145,55.855,1.429616381,0.328736255,1.100880125,0,0.896375,0,0.438026284
41.419,24.125,41.419,24.125,55.875,1.429688164,0.328736255,1.100951909,0,0.896875,0,0.438054846
41.399,24.105,41.399,24.105,55.895,1.42859005,0.328736255,1.099853794,0,0.897375,0,0.43761792
41.379,24.085,41.379,24.085,55.915,1.428643657,0.328736255,1.099907401,0,0.897875,0,0.43763925
41.359,24.065,41.359,24.065,55.935,1.424326392,0.328736255,1.095590137,0,0.898375,0,0.435921465
41.339,24.045,41.339,24.045,55.955,1.40908927,0.328736255,1.080353015,0,0.898875,0,0.429858806
41.319,24.025,41.319,24.025,55.975,1.415751624,0.328736255,1.087015369,0,0.899375,0,0.432509673
41.299,24.005,41.299,24.005,55.995,1.427470362,0.328736255,1.098734107,0,0.899875,0,0.437172411
41.274,23.98,41.274,23.98,56.02,1.395410023,0.328736255,1.066673768,0,0.9005,0,0.424416007
41.254,23.96,41.254,23.96,56.04,1.394772344,0.328736255,1.066036089,0,0.901,0,0.424162283
41.234,23.94,41.234,23.94,56.06,1.393565456,0.328736255,1.064829201,0,0.9015,0,0.423682077
41.214,23.92,41.214,23.92,56.08,1.39400739,0.328736255,1.065271135,0,0.902,0,0.423857917
41.194,23.9,41.194,23.9,56.1,1.394376154,0.328736255,1.065639899,0,0.9025,0,0.424004644
41.174,23.88,41.174,23.88,56.12,1.391856831,0.328736255,1.063120576,0,0.903,0,0.423002237
41.154,23.86,41.154,23.86,56.14,1.393431141,0.328736255,1.064694886,0,0.9035,0,0.423628635
41.129,23.835,41.129,23.835,56.165,1.394424679,0.328736255,1.065688423,0,0.904125,0,0.424023951
41.109,23.815,41.109,23.815,56.185,1.394294807,0.328736255,1.065558552,0,0.904625,0,0.423972277
41.089,23.795,41.089,23.795,56.205,1.392719159,0.328736255,1.063982904,0,0.905125,0,0.423345346
41.069,23.775,41.069,23.775,56.225,1.393115646,0.328736255,1.064379391,0,0.905625,0,0.423503103
41.049,23.755,41.049,23.755,56.245,1.392694927,0.328736255,1.063958672,0,0.906125,0,0.423335705
41.029,23.735,41.029,23.735,56.265,1.391637698,0.328736255,1.062901443,0,0.906625,0,0.422915047
41.009,23.715,41.009,23.715,56.285,1.390133627,0.328736255,1.061397371,0,0.907125,0,0.422316596
40.984,23.69,40.984,23.69,56.31,1.388083173,0.328736255,1.059346918,0,0.90775,0,0.421500746
40.964,23.67,40.964,23.67,56.33,1.387008126,0.328736255,1.058271871,0,0.90825,0,0.421072999
40.944,23.65,40.944,23.65,56.35,1.386437315,0.328736255,1.057701059,0,0.90875,0,0.42084588
40.924,23.63,40.924,23.63,56.37,1.386182773,0.328736255,1.057446517,0,0.90925,0,0.420744601
40.904,23.61,40.904,23.61,56.39,1.386759982,0.328736255,1.058023726,0,0.90975,0,0.420974265
40.884,23.59,40.884,23.59,56.41,1.387178405,0.328736255,1.058442149,0,0.91025,0,0.42114075
40.864,23.57,40.864,23.57,56.43,1.385497829,0.328736255,1.056761574,0,0.91075,0,0.42047207
40.844,23.55,40.844,23.55,56.45,1.385833796,0.328736255,1.057097541,0,0.91125,0,0.420605747
40.819,23.525,40.819,23.525,56.475,1.385754119,0.328736255,1.057017864,0,0.911875,0,0.420574045
40.799,23.505,40.799,23.505,56.495,1.38420297,0.328736255,1.055466715,0,0.912375,0,0.419956862
40.779,23.485,40.779,23.485,56.515,1.382653855,0.328736255,1.053917599,0,0.912875,0,0.419340489
40.759,23.465,40.759,23.465,56.535,1.380732114,0.328736255,1.051995859,0,0.913375,0,0.418575853
40.739,23.445,40.739,23.445,56.555,1.381334437,0.328736255,1.052598181,0,0.913875,0,0.418815509
40.719,23.425,40.719,23.425,56.575,1.369813423,0.328736255,1.041077167,0,0.914375,0,0.414231443
40.699,23.405,40.699,23.405,56.595,1.3663791,0.328736255,1.037642845,0,0.914875,0,0.41286497
40.674,23.38,40.674,23.38,56.62,1.366025917,0.328736255,1.037289662,0,0.9155,0,0.412724443
40.654,23.36,40.654,23.36,56.64,1.350607371,0.328736255,1.021871116,0,0.916,0,0.406589598
40.634,23.34,40.634,23.34,56.66,1.34923224,0.328736255,1.020495984,0,0.9165,0,0.406042451
40.614,23.32,40.614,23.32,56.68,1.348602125,0.328736255,1.01986587,0,0.917,0,0.405791736
40.594,23.3,40.594,23.3,56.7,1.347446475,0.328736255,1.01871022,0,0.9175,0,0.405331918
40.574,23.28,40.574,23.28,56.72,1.346706122,0.328736255,1.017969867,0,0.918,0,0.405037341
40.554,23.26,40.554,23.26,56.74,1.34620361,0.328736255,1.017467354,0,0.9185,0,0.404837397
40.534,23.24,40.534,23.24,56.76,1.346857682,0.328736255,1.018121427,0,0.919,0,0.405097645
40.509,23.215,40.509,23.215,56.785,1.346532696,0.328736255,1.017796441,0,0.919625,0,0.404968336
40.489,23.195,40.489,23.195,56.805,1.346136334,0.328736255,1.017400078,0,0.920125,0,0.404810629
40.469,23.175,40.469,23.175,56.825,1.346005842,0.328736255,1.017269587,0,0.920625,0,0.404758708
40.449,23.155,40.449,23.155,56.845,1.344876507,0.328736255,1.016140252,0,0.921125,0,0.40430936
40.429,23.135,40.429,23.135,56.865,1.342953611,0.328736255,1.014217356,0,0.921625,0,0.403544264
40.409,23.115,40.409,23.115,56.885,1.342482552,0.328736255,1.013746297,0,0.922125,0,0.403356836
40.389,23.095,40.389,23.095,56.905,1.342890139,0.328736255,1.014153883,0,0.922625,0,0.403519009
40.364,23.07,40.364,23.07,56.93,1.342573117,0.328736255,1.013836861,0,0.92325,0,0.40339287
