,x/d,y/d,CFr,CFv
235,2,0.7499999999999998,-0.10292012066899238,0.004938895433474334
236,2,0.7501249999999997,-0.1033438892487711,0.005061441667894389
237,2,0.7502499999999998,-0.10371443800106572,0.0052496879564407056
238,2,0.7504999999999997,-0.10452001938326205,0.005946206063051971
239,2,0.7506249999999998,-0.10561861106290218,0.0065524297962811714
240,2,0.7507499999999997,-0.10661570814368965,0.006926969439671123
241,2,0.7508749999999997,-0.10668600519989392,0.006985618074320524
242,2,0.7511249999999997,-0.10728207857017849,0.0075261397898246955
243,2,0.7512499999999998,-0.10819967075821808,0.008114726129515741
244,2,0.7513749999999997,-0.10891824776864226,0.008690378423239914
245,2,0.7516249999999998,-0.1097752245380785,0.009834268461412688
246,2,0.7517499999999997,-0.1097565672879336,0.010713452303601694
247,2,0.7518749999999997,-0.11030496298232441,0.01127753905776785
248,2,0.7519999999999998,-0.11103042497014703,0.011795131254309992
249,2,0.7522499999999998,-0.11156929164741958,0.013197534505662563
250,2,0.7523749999999996,-0.11090838431846753,0.013781079501354355
251,2,0.7524999999999997,-0.10992272250247276,0.014558301412442388
252,2,0.7526249999999998,-0.10882214108462258,0.015060857924984782
253,2,0.7528749999999997,-0.10732293579597052,0.015638980805739118
254,2,0.7529999999999998,-0.10616864442756441,0.015446524366483512
255,2,0.7531249999999996,-0.1049125528307006,0.015121179219274666
256,2,0.7533749999999996,-0.10187638033066386,0.013931167134654462
257,2,0.7534999999999996,-0.10027478971238757,0.012902135133531773
258,2,0.7536249999999998,-0.09889536491310193,0.0118760758407938
259,2,0.7537499999999996,-0.09797222989931292,0.010773016814258109
260,2,0.7539999999999998,-0.09882901692388829,0.008754947620308083
261,2,0.7541249999999996,-0.10046663472494934,0.007949994128862617
262,2,0.7542499999999996,-0.10136576009411787,0.007081222623814564
263,2,0.7543749999999996,-0.10116204190050754,0.00647661026755238
264,2,0.7546249999999997,-0.10048431583905884,0.00688534473156
265,2,0.7547499999999996,-0.10077237092507543,0.007583243084269027
266,2,0.7548749999999996,-0.1004596131194969,0.008277940919770221
267,2,0.7551249999999996,-0.10023902228354288,0.009948485378541724
268,2,0.7552499999999996,-0.0948726772798201,0.01013634479800723
269,2,0.7553749999999996,-0.09552007369060239,0.011346075200905702
270,2,0.7554999999999996,-0.09783105103671008,0.011858701983654112
271,2,0.7557499999999996,-0.0993433407367519,0.011645359725578997
272,2,0.7558749999999996,-0.09842931735506237,0.011761849491755898
273,2,0.7559999999999997,-0.09732187263592369,0.01187879061647546
274,2,0.7562499999999996,-0.09538809851696133,0.011482244392403295
275,2,0.7563749999999996,-0.09508858311949045,0.010959564948705732
276,2,0.7564999999999996,-0.09324771708312249,0.010616313863558189
277,2,0.7566249999999997,-0.09139853568760778,0.010047898286995502
278,2,0.7568749999999996,-0.0893592790376432,0.007297875120906133
279,2,0.7569999999999997,-0.09167504060163803,0.007761742031886403
280,2,0.7571249999999996,-0.0956932951711355,0.008322856365890854
281,2,0.7572499999999996,-0.09716534382464377,0.007721569940228089
282,2,0.7574999999999996,-0.09516174120836436,0.006006352798275917
283,2,0.7576249999999997,-0.09460487977815502,0.005839735431545355
284,2,0.7577499999999995,-0.09505532809473817,0.005888955609468479
285,2,0.7579999999999997,-0.09676979246754536,0.005627485042083352
286,2,0.7581249999999995,-0.09728712379521975,0.005629615834571878
287,2,0.7582499999999996,-0.09713662838995842,0.005457398422961872
288,2,0.7583749999999995,-0.0977529054608559,0.006366209884139014
289,2,0.7586249999999997,-0.09801737340698082,0.006655102934834776
290,2,0.7587499999999995,-0.09781693033575654,0.0067281812856966605
291,2,0.7588749999999995,-0.09834771292402221,0.006950071430816258
292,2,0.7589999999999997,-0.10540352332350283,0.011731001739202771
293,2,0.7592499999999995,-0.10228194130615588,0.009827615418903871
294,2,0.7593749999999995,-0.09644627561970961,0.006541010959744181
295,2,0.7594999999999995,-0.09473097312688089,0.006896240725962708
296,2,0.7597499999999995,-0.09733247036877989,0.00941133005376204
297,2,0.7598749999999995,-0.09834931674586521,0.009888132910166542
298,2,0.7599999999999996,-0.09837406097308368,0.010173170115299961
299,2,0.7601249999999995,-0.09760181295777504,0.010349919307635546
300,2,0.7603749999999995,-0.09531025663704547,0.010209123069548708
301,2,0.7604999999999995,-0.09464028668864082,0.010020469715488608
302,2,0.7606249999999996,-0.09415843153746113,0.009697896359086328
303,2,0.7607499999999995,-0.09404856284689292,0.009318208732410734
304,2,0.7609999999999996,-0.09375757027624498,0.00829591681763804
305,2,0.7611249999999995,-0.09354415872495801,0.007925707222332504
306,2,0.7612499999999995,-0.0938799145990842,0.00778197310437179
307,2,0.7614999999999995,-0.09548817012915266,0.007441745341576976
308,2,0.7616249999999996,-0.09619706107214779,0.007185380920224658
309,2,0.7617499999999995,-0.09647433295982082,0.0070043891631430075
310,2,0.7618749999999995,-0.09650157817432826,0.0071160202361801655
311,2,0.7621249999999995,-0.09721263766965071,0.008103971102155895
312,2,0.7622499999999995,-0.09721525691799857,0.008424056136767036
313,2,0.7623749999999994,-0.09706057529315129,0.008547078905594871
314,2,0.7624999999999995,-0.09722313665716135,0.008634191455838184
315,2,0.7627499999999994,-0.09779613712139108,0.00875623409346601
316,2,0.7628749999999995,-0.09780871132208281,0.008484304821244492
317,2,0.7629999999999996,-0.0976656744870336,0.00793989513209131
318,2,0.7632499999999995,-0.0973451843374231,0.006732682904808304
319,2,0.7633749999999996,-0.09736447314745217,0.006240457054774963
320,2,0.7634999999999994,-0.09740626157941328,0.005805456355901018
321,2,0.7636249999999996,-0.09781402562663459,0.005524872472656595
322,2,0.7638749999999994,-0.09943729858077462,0.005620755010657912
323,2,0.7639999999999996,-0.10012098058531332,0.005853289477276622
324,2,0.7641249999999994,-0.10092085579681816,0.006064278104772256
325,2,0.7642499999999994,-0.10109441492989754,0.006063408358699929
326,2,0.7644999999999994,-0.10115790896875511,0.006396173054441863
327,2,0.7646249999999994,-0.10078093787609803,0.006714539199815087
328,2,0.7647499999999994,-0.10023236153708485,0.00722298566087085
329,2,0.7649999999999995,-0.09888509339646732,0.008029931963927962
330,2,0.7651249999999994,-0.09971400557700287,0.009088557937522562
331,2,0.7652499999999994,-0.09861372640605338,0.00847104496832167
332,2,0.7653749999999994,-0.09741657534753319,0.008505484989831317
333,2,0.7656249999999994,-0.09576417393726556,0.010052780178843045
334,2,0.7657499999999994,-0.09496195899222581,0.010221804443082653
335,2,0.7658749999999994,-0.09509354115809791,0.010139224977705889
336,2,0.7659999999999995,-0.09515913599286584,0.009647698856895669
337,2,0.7662499999999994,-0.09293067904954251,0.007400207033958543
338,2,0.7663749999999994,-0.09161814097292816,0.006602440042810178
339,2,0.7664999999999994,-0.09157862782329902,0.006696094440267813
340,2,0.7667499999999994,-0.09498736002930706,0.0073007125802326735
341,2,0.7668749999999994,-0.09451762234734921,0.00658923815061105
342,2,0.7669999999999995,-0.09522019073700523,0.0065822613519754295
343,2,0.7671249999999994,-0.09626174392982184,0.0067961397824951265
344,2,0.7673749999999995,-0.09715348689490529,0.0063792091784825155
345,2,0.7674999999999994,-0.09721952299026657,0.005927761019390939
346,2,0.7676249999999994,-0.09655040139806191,0.005398361406351129
347,2,0.7677499999999993,-0.0959413683790147,0.005274481093494967
348,2,0.7679999999999995,-0.09592123565006803,0.005755977094457297
349,2,0.7681249999999993,-0.0958176321568304,0.00604221077193692
350,2,0.7682499999999994,-0.09579522832581507,0.006336632311698192
351,2,0.7684999999999993,-0.09654648930373694,0.005947993129485997
352,2,0.7686249999999994,-0.09766862096229033,0.005885683960415867
353,2,0.7687499999999993,-0.09853918307563042,0.005739302840664889
354,2,0.7688749999999993,-0.09898933121157238,0.0054660961265948545
355,2,0.7691249999999993,-0.09835012231557401,0.004593491649368651
356,2,0.7692499999999993,-0.0973144219675461,0.00436753157377688
357,2,0.7693749999999995,-0.09688939281448929,0.004835355841387146
358,2,0.7694999999999993,-0.09743602295854324,0.0055979227560289686
359,2,0.7697499999999993,-0.09903918179813927,0.0067993658197962855
360,2,0.7698749999999993,-0.09911162215309478,0.006741880040638849
361,2,0.7699999999999994,-0.09923629669966984,0.006682581958044164
362,2,0.7702499999999993,-0.10005718668678469,0.006756361512041257
363,2,0.7703749999999994,-0.09939761125949528,0.006617548500220878
364,2,0.7704999999999993,-0.09877066886145355,0.006672210714678329
365,2,0.7706249999999993,-0.09877319509015196,0.006925399515569658
366,2,0.7708749999999993,-0.09977027011207942,0.00758087999901343
367,2,0.7709999999999994,-0.10017144615016711,0.007916908040390675
368,2,0.7711249999999993,-0.10006325721881136,0.008117029698589294
369,2,0.7713749999999993,-0.09944997753910147,0.00837472424802261
370,2,0.7714999999999993,-0.10260272621035015,0.009337946244268036
371,2,0.7716249999999993,-0.10232035201149438,0.008259622911173395
372,2,0.7717499999999993,-0.10028963999286875,0.007227461800826991
373,2,0.7719999999999994,-0.0982076519666756,0.0075650694866371635
374,2,0.7721249999999993,-0.0976822002440382,0.00775754174637511
375,2,0.7722499999999993,-0.09785188364661805,0.007967703312176397
376,2,0.7723749999999991,-0.09820444781663354,0.00816524560864558
377,2,0.7726249999999993,-0.09677768208335798,0.008148342035975163
378,2,0.7727499999999992,-0.09617651539413824,0.00911526899206052
379,2,0.7728749999999993,-0.09556846322970568,0.009848116605416728
380,2,0.7731249999999992,-0.0936459939838907,0.009582673037993266
381,2,0.7732499999999993,-0.0930577254704087,0.009114439477823295
382,2,0.7733749999999994,-0.09337431416473675,0.008785068946831566
383,2,0.7734999999999992,-0.09485278955706226,0.008490111776692085
384,2,0.7737499999999992,-0.09536071828142248,0.007293948081958964
385,2,0.7738749999999992,-0.0954526019782716,0.00702426686836547
386,2,0.7739999999999994,-0.09685064019291573,0.008000043500993696
387,2,0.7741249999999992,-0.09690473352998047,0.007612883183293017
388,2,0.7743749999999991,-0.09761723827456893,0.006915310244691829
389,2,0.7744999999999992,-0.09857067992349894,0.006864512768239054
390,2,0.7746249999999992,-0.1021577601258135,0.011216114311376564
391,2,0.7748749999999992,-0.10144723189894016,0.00803285063045201
392,2,0.7749999999999992,-0.09943264563858187,0.005656294313392521
393,2,0.7751249999999992,-0.09919006398090657,0.00575228866666332
394,2,0.7752499999999992,-0.09996256061308477,0.006436150912703187
395,2,0.7754999999999992,-0.10083171447463377,0.0068035296407240676
396,2,0.7756249999999992,-0.10111206293755844,0.007028253024949139
397,2,0.7757499999999992,-0.1012798746526831,0.007212701795790485
398,2,0.7758749999999992,-0.1010224028849132,0.007043711965637226
399,2,0.7761249999999992,-0.100264979353117,0.007444484814867413
400,2,0.7762499999999992,-0.10019005719703222,0.007946869417244009
401,2,0.7763749999999993,-0.09987072781550342,0.0083828116817497
402,2,0.7766249999999992,-0.09920886262290468,0.0095796062067004
403,2,0.7767499999999992,-0.09908953716889686,0.010292993255708588
404,2,0.7768749999999992,-0.09893951007081313,0.01090345699845416
405,2,0.7769999999999992,-0.09828160368057855,0.011141550294719015
406,2,0.7772499999999992,-0.09685729433326545,0.011460939129974836
407,2,0.7773749999999993,-0.09646245852036336,0.011384724851138586
408,2,0.7774999999999992,-0.09626131978811027,0.010997958966437174
409,2,0.7776249999999992,-0.09595057711172951,0.010439907831921029
410,2,0.7778749999999992,-0.09494401970837853,0.009410270169966407
411,2,0.7779999999999992,-0.09446291603327026,0.009156840466364242
412,2,0.7781249999999991,-0.09350731247256175,0.008201310205702694
413,2,0.778374999999999,-0.0933112973394365,0.009084354209138331
414,2,0.7784999999999991,-0.09482786737685098,0.009359415352251751
415,2,0.7786249999999992,-0.09591801982349782,0.009113381976181086
416,2,0.778749999999999,-0.09632596179372542,0.00882719662273855
417,2,0.7789999999999992,-0.09689675065362469,0.008782071881468255
418,2,0.7791249999999991,-0.09753080194349233,0.008818408515314164
419,2,0.7792499999999991,-0.09829219527908709,0.008858847386832359
420,2,0.779374999999999,-0.09884827275775955,0.0090354003508022
421,2,0.7796249999999991,-0.09893698472152994,0.009711139566689333
422,2,0.779749999999999,-0.09841430000187068,0.010056768400676142
423,2,0.7798749999999991,-0.09762342420001549,0.010138616785816304
424,2,0.7801249999999991,-0.09715491534240875,0.010166801926580125
425,2,0.7802499999999991,-0.09706574233720973,0.010224774315127843
426,2,0.780374999999999,-0.09683127762303945,0.010374149865465797
427,2,0.7804999999999991,-0.09699835473466825,0.010768817959127536
428,2,0.7807499999999991,-0.09672859203677957,0.011854944241000866
429,2,0.7808749999999991,-0.09603921870660281,0.012242286565048131
430,2,0.7809999999999991,-0.09534070557812212,0.012519130042905736
431,2,0.7811249999999991,-0.0947528879322372,0.012617915096672695
432,2,0.7813749999999992,-0.09376534650263796,0.012008929416470101
433,2,0.7814999999999991,-0.09309813914408614,0.011002452087707192
434,2,0.7816249999999991,-0.09270827384541483,0.010252254925090297
435,2,0.7818749999999991,-0.09270050733471202,0.009355666902347813
436,2,0.7819999999999991,-0.09277150350803134,0.008823078287812808
437,2,0.7821249999999991,-0.09289645402839573,0.008351197352465943
438,2,0.7822499999999991,-0.09324325566187201,0.007976338845586513
439,2,0.7824999999999991,-0.0939566270346056,0.007521611257798948
440,2,0.7826249999999991,-0.09443763115937981,0.007416293987749479
441,2,0.782749999999999,-0.0953259560581113,0.00759990410118704
442,2,0.7828749999999991,-0.09621559890492361,0.0077363687368128976
443,2,0.783124999999999,-0.09717173835835033,0.007999008353468933
444,2,0.7832499999999991,-0.0976000926682782,0.008187821074672532
445,2,0.7833749999999992,-0.09791778690557414,0.008544641292085549
446,2,0.7836249999999991,-0.09759869378913268,0.00952000429882828
447,2,0.783749999999999,-0.09736471489649488,0.009945639652844588
448,2,0.783874999999999,-0.09697665764048563,0.010090472581508326
449,2,0.7839999999999991,-0.09675742588035827,0.010097611068748862
450,2,0.784249999999999,-0.09688043729501568,0.0102221785368272
451,2,0.7843749999999992,-0.09687072108188588,0.010186418973160808
452,2,0.784499999999999,-0.09682316940349715,0.010000021431812159
453,2,0.784749999999999,-0.09738978004922474,0.009562743134554063
454,2,0.784874999999999,-0.09763810384404087,0.009116879975047345
455,2,0.784999999999999,-0.09780393430445047,0.008662150454477074
456,2,0.785124999999999,-0.09808977662006296,0.008360531522145893
457,2,0.785374999999999,-0.0990376808348038,0.008395904247377753
458,2,0.785499999999999,-0.09949744710974569,0.008555987431978936
459,2,0.785624999999999,-0.09983317120578289,0.00881985441077551
460,2,0.785749999999999,-0.0998307036045196,0.009078840599325531
461,2,0.785999999999999,-0.09924854293033569,0.009765897838851878
462,2,0.786124999999999,-0.09928293756022166,0.01063172322576094
463,2,0.786249999999999,-0.09890465676177937,0.011051979145061248
464,2,0.786499999999999,-0.09499663088996291,0.011702914452129723
465,2,0.786624999999999,-0.09353191309743009,0.012117801468922846
466,2,0.786749999999999,-0.09387973770223752,0.012180347698019093
467,2,0.786874999999999,-0.09443498408664122,0.011864543353316413
468,2,0.787124999999999,-0.09355682298753845,0.010871901854450697
469,2,0.787249999999999,-0.09265395590218793,0.010522232033441324
470,2,0.787374999999999,-0.0921896706956652,0.010312834230129724
471,2,0.787499999999999,-0.09223478437260939,0.01034580388031222
472,2,0.7877499999999988,-0.09291204077718182,0.010905856483867334
473,2,0.787874999999999,-0.09297044521724276,0.010889435052311845
474,2,0.787999999999999,-0.09267293010083959,0.010465974025393685
475,2,0.788249999999999,-0.0927291309650263,0.010055264663811072
476,2,0.7883749999999988,-0.09260458329532142,0.009752687602493319
477,2,0.7884999999999989,-0.09283826540694037,0.009587543743502864
478,2,0.788624999999999,-0.09325688420638406,0.009509077153763182
479,2,0.7888749999999989,-0.09472034676734833,0.009681294898786783
480,2,0.788999999999999,-0.09468036028246152,0.00938407280170421
481,2,0.7891249999999989,-0.09464119939151044,0.009188365529159451
482,2,0.7892499999999989,-0.09458476280951507,0.00901837674577831
483,2,0.7894999999999989,-0.09549812754087153,0.00930373675317046
484,2,0.7896249999999989,-0.09556096198151337,0.008679875523470305
485,2,0.7897499999999988,-0.09572615002887168,0.008401246322631232
486,2,0.7899999999999989,-0.0953875242025474,0.008872446760423936
487,2,0.7901249999999989,-0.09536770079294511,0.009130345059260176
488,2,0.7902499999999989,-0.09570298794372663,0.011705014417018138
489,2,0.7903749999999988,-0.09609214496958414,0.012109603824192268
490,2,0.7906249999999989,-0.09266262739160198,0.005944331285053415
491,2,0.7907499999999988,-0.0928752716377764,0.00549391125852647
492,2,0.7908749999999989,-0.09427962607436226,0.0064393213053640175
493,2,0.7909999999999989,-0.0953389056076977,0.007431630488554413
494,2,0.7912499999999989,-0.09698185325948525,0.009654838967021807
495,2,0.7913749999999989,-0.09735552064789021,0.010178382254152291
496,2,0.7914999999999989,-0.09766693730436618,0.010426955589191463
497,2,0.7917499999999988,-0.09776878518420118,0.01081790952260154
498,2,0.7918749999999989,-0.09784409206802992,0.011081188790974817
499,2,0.7919999999999989,-0.09775772395313855,0.011275606754545125
500,2,0.7921249999999989,-0.09750587114363922,0.011436942277263225
501,2,0.7923749999999987,-0.09679105042936637,0.011702309338832442
502,2,0.7924999999999989,-0.09604924474359397,0.011767767953787155
503,2,0.7926249999999989,-0.09524286617894498,0.011781232043698428
504,2,0.7927499999999987,-0.09451838926799999,0.011768088458462639
505,2,0.7929999999999989,-0.09332703720881663,0.011619992766939561
506,2,0.7931249999999987,-0.09283897323796078,0.011536951111400707
507,2,0.7932499999999989,-0.0923947161067622,0.011528331958697203
508,2,0.7934999999999988,-0.09140568892904748,0.010554260467031024
509,2,0.7936249999999989,-0.09120097040579854,0.010147753253253034
510,2,0.7937499999999987,-0.09137979983441927,0.009942154012219479
511,2,0.7938749999999988,-0.09149877196820191,0.009840372417843139
512,2,0.7941249999999987,-0.09167685839631243,0.009596653802157145
513,2,0.7942499999999988,-0.0917111081528233,0.009202757541503294
514,2,0.7943749999999987,-0.0919423242036653,0.008861251810502506
515,2,0.7944999999999988,-0.09216006850791822,0.008327702086259789
516,2,0.7947499999999987,-0.09396553552364693,0.008400544644169635
517,2,0.7948749999999988,-0.09464759003233367,0.008424366437309287
518,2,0.7949999999999988,-0.09514674849129677,0.008369585820445702
519,2,0.7952499999999988,-0.09628144720605873,0.008629945305398361
520,2,0.7953749999999988,-0.0968480057701568,0.00915151421973274
521,2,0.7954999999999988,-0.09714192108676238,0.009839166438285188
522,2,0.7956249999999988,-0.09695362477027947,0.01054482827998783
523,2,0.7958749999999988,-0.09585012711360064,0.011701049811075864
